0.0007488 0
0.001246 0
0.001744 0
0.002241 0
0.002739 0
0.003236 0
0.003734 0
0.004231 0
0.004729 0
0.005226 0.4371696
0.005724 0.4064904
0.006221 0.3782754
0.006719 0.3522114
0.007216 0.3280698
0.007714 0.3056814
0.008211 0.2849094
0.008709 0.2656296
0.009206 0.2477232
0.009704 0.231084
0.0102 0.2156094
0.0107 0.201213
0.0112 0.1878102
0.01169 0.17532882
0.01219 0.163701
0.01269 0.15286482
0.01319 0.14276412
0.01368 0.13334652
0.01418 0.12456432
0.01468 0.11637324
0.01518 0.10873224
0.01567 0.1016037
0.01617 0.09495234
0.01667 0.08874522
0.01717 0.08295228
0.01766 0.07754508
0.01816 0.07249716
0.01866 0.06778422
0.01916 0.06338322
0.01965 0.05927292
0.02015 0.05543352
0.02065 0.05184666
0.02115 0.04849524
0.02164 0.04536306
0.02214 0.04243554
0.02264 0.03969882
0.02314 0.03714012
0.02363 0.03474792
0.02413 0.03251088
0.02463 0.03041892
0.02513 0.02846268
0.02562 0.02663298
0.02612 0.0249219
0.02662 0.0233217
0.02712 0.021825
0.02761 0.02042532
0.02811 0.01911618
0.02861 0.017891892
0.02911 0.016746894
0.0296 0.015676056
0.0301 0.014674536
0.0306 0.013737834
0.0311 0.01286172
0.03159 0.012042252
0.03209 0.01127574
0.03259 0.010558728
0.03309 0.009887958
0.03358 0.009260406
0.03408 0.008673282
0.03458 0.008123904
0.03508 0.007609842
0.03557 0.007128774
0.03607 0.00667854
0.03657 0.006257142
0.03707 0.00586269
0.03756 0.005493438
0.03806 0.005147766
0.03856 0.004824126
0.03906 0.004521096
0.03955 0.004237326
0.04005 0.00397161
0.04055 0.003722742
0.04105 0.003489678
0.04154 0.003271374
0.04204 0.003066876
0.04254 0.002875338
0.04304 0.002695878
0.04353 0.002527776
0.04403 0.002370258
0.04453 0.002222694
0.04503 0.002084418
0.04552 0.001954836
0.04602 0.001833426
0.04652 0.0017196354
0.04702 0.0016129998
0.04751 0.0015130602
0.04801 0.0014193918
0.04851 0.001331595
0.04901 0.001249299
0.0495 0.0011721546
0.05 0.0010998378
0.0505 0.001032039
0.051 0.0009684756
0.05149 0.0009088794
0.05199 0.0008529984
0.05249 0.0008006004
0.05299 0.0007514622
0.05348 0.0007053804
0.05398 0.0006621624
0.05448 0.0006216264
0.05498 0.000583605
0.05547 0.000547938
0.05597 0.0005144796
0.05647 0.0004830912
0.05697 0.0004536432
0.05746 0.0004260114
0.05796 0.0004000842
0.05846 0.0003757554
0.05896 0.0003529242
0.05945 0.000331497
0.05995 0.0003113856
0.06045 0.0002925108
0.06095 0.0002747934
0.06144 0.0002581614
0.06194 0.0002425482
0.06244 0.0002278908
0.06294 0.0002141298
0.06343 0.0002012076
0.06393 0.0001890756
0.06443 0.0001776834
0.06493 0.00016698546
0.06542 0.00015693858
0.06592 0.00014750316
0.06642 0.0001386414
0.06692 0.00013031784
0.06741 0.00012249954
0.06791 0.00011515536
0.06841 0.00010825632
0.06891 0.00010177488
0.0694 9.568584e-05
0.0699 8.996472e-05
0.0704 8.45892e-05
0.0709 7.95384e-05
0.07139 7.479198e-05
0.07189 7.033176e-05
0.07239 6.61401e-05
0.07289 6.220062e-05
0.07338 5.849802e-05
0.07388 5.501772e-05
0.07438 5.174658e-05
0.07488 4.867146e-05
0.07537 4.578066e-05
0.07587 4.306302e-05
0.07637 4.05081e-05
0.07687 3.810582e-05
0.07736 3.584718e-05
0.07786 3.372336e-05
0.07836 3.172626e-05
0.07886 2.984814e-05
0.07935 2.80818e-05
0.07985 2.642076e-05
0.08035 2.485854e-05
0.08085 2.33892e-05
0.08134 2.200698e-05
0.08184 2.070702e-05
0.08234 1.948392e-05
0.08284 1.833354e-05
0.08333 1.72512e-05
0.08383 1.6232958e-05
0.08433 1.527498e-05
0.08483 1.437363e-05
0.08532 1.352556e-05
0.08582 1.2727566e-05
0.08632 1.1976678e-05
0.08682 1.1270088e-05
0.08731 1.0605168e-05
0.08781 9.979452e-06
0.08831 9.390564e-06
0.08881 8.83638e-06
0.0893 8.314794e-06
0.0898 7.823898e-06
0.0903 7.361874e-06
0.0908 6.926994e-06
0.09129 6.517692e-06
0.09179 6.13242e-06
0.09229 5.769774e-06
0.09279 5.428422e-06
0.09328 5.107104e-06
0.09378 4.80465e-06
0.09428 4.519944e-06
0.09478 4.251942e-06
0.09527 3.999654e-06
0.09577 3.762162e-06
0.09627 3.538602e-06
0.09677 3.328146e-06
0.09726 3.130056e-06
0.09776 2.943558e-06
0.09826 2.768022e-06
0.09876 2.602782e-06
0.09925 2.447226e-06
0.09975 2.447226e-06
---------------------- 
Total: 6.534378
