
0.0007488	  0.00125894	
0.001246	   0.0060182	
0.001744	   0.0159758	
0.002241	   0.0319077	
0.002739	   0.0538752	
0.003236	   0.0813473	
0.003734	    0.113385	
0.004231	    0.148838	
0.004729	    0.186364	
0.005226	    0.224764	
0.005724	    0.262722	
0.006221	    0.299331	
0.006719	    0.333534	
0.007216	    0.364836	
0.007714	    0.392514	
0.008211	    0.416457	
0.008709	    0.436266	
0.009206	    0.452107	
0.009704	    0.463846	
0.0102	    0.471818	
0.0107	    0.476083	
0.0112	     0.47704	
0.01169	    0.474893	
0.01219	     0.47002	
0.01269	    0.462714	
0.01319	    0.453302	
0.01368	    0.442109	
0.01418	    0.429405	
0.01468	    0.415505	
0.01518	    0.400624	
0.01567	    0.385044	
0.01617	     0.36893	
0.01667	    0.352519	
0.01717	    0.335934	
0.01766	    0.319364	
0.01816	    0.302898	
0.01866	    0.286675	
0.01916	    0.270762	
0.01965	    0.255252	
0.02015	    0.240194	
0.02065	    0.225643	
0.02115	    0.211635	
0.02164	     0.19819	
0.02214	     0.18534	
0.02264	    0.173077	
0.02314	    0.161426	
0.02363	     0.15036	
0.02413	    0.139903	
0.02463	     0.13001	
0.02513	    0.120705	
0.02562	    0.111932	
0.02612	    0.103714	
0.02662	   0.0959898	
0.02712	   0.0887805	
0.02761	   0.0820217	
0.02811	   0.0757349	
0.02861	   0.0698539	
0.02911	      0.0644	
0.0296	   0.0593086	
0.0301	   0.0546001	
0.0306	   0.0502125	
0.0311	   0.0461647	
0.03159	   0.0424005	
0.03209	   0.0389328	
0.03259	   0.0357157	
0.03309	   0.0327557	
0.03358	   0.0300155	
0.03408	   0.0274973	
0.03458	   0.0251707	
0.03508	   0.0230348	
0.03557	   0.0210652	
0.03607	   0.0192586	
0.03657	   0.0175957	
0.03707	   0.0160717	
0.03756	   0.0146713	
0.03806	   0.0133888	
0.03856	   0.0122122	
0.03906	   0.0111354	
0.03955	    0.010149	
0.04005	  0.00924674	
0.04055	  0.00842153	
0.04105	  0.00766708	
0.04154	  0.00697803	
0.04204	  0.00634832	
0.04254	  0.00577404	
0.04304	   0.0052494	
0.04353	  0.00477154	
0.04403	  0.00433517	
0.04453	  0.00393821	
0.04503	  0.00357583	
0.04552	  0.00324657	
0.04602	  0.00294607	
0.04652	  0.00267337	
0.04702	  0.00242454	
0.04751	  0.00219899	
0.04801	  0.00199322	
0.04851	  0.00180691	
0.04901	  0.00163697	
0.0495	  0.00148327	
  0.05	  0.00134309	
0.0505	  0.00121644	
 0.051	  0.00110098	
0.05149	   0.0009967	
0.05199	 0.000901719	
0.05249	 0.000815936	
0.05299	 0.000737885	
0.05348	 0.000667394	
0.05398	 0.000603318	
0.05448	 0.000545451	
0.05498	   0.0004929	
0.05547	  0.00044544	
0.05597	 0.000402381	
0.05647	 0.000363493	
0.05697	 0.000328243	
0.05746	 0.000296406	
0.05796	 0.000267574	
0.05846	 0.000241531	
0.05896	 0.000217968	
0.05945	 0.000196682	
0.05995	  0.00017744	
0.06045	 0.000160056	
0.06095	 0.000144355	
0.06144	 0.000130168	
0.06194	 0.000117366	
0.06244	 0.000105797	
0.06294	 9.53652e-05	
0.06343	 8.59374e-05	
0.06393	 7.74435e-05	
0.06443	 6.97657e-05	
0.06493	 6.28542e-05	
0.06542	 5.66058e-05	
0.06592	 5.09854e-05	
0.06642	 4.59035e-05	
0.06692	 4.13359e-05	
0.06741	 3.72051e-05	
0.06791	 3.34953e-05	
0.06841	 3.01397e-05	
0.06891	 2.71284e-05	
0.0694	  2.4404e-05	
0.0699	  2.1961e-05	
0.0704	 1.97506e-05	
0.0709	 1.77695e-05	
0.07139	 1.59777e-05	
0.07189	 1.43714e-05	
0.07239	 1.29197e-05	
0.07289	 1.16179e-05	
0.07338	 1.04424e-05	
0.07388	 9.38796e-06	
0.07438	 8.43643e-06	
0.07488	 7.58278e-06	
0.07537	 6.81299e-06	
0.07587	  6.1222e-06	
0.07637	 5.49971e-06	
0.07687	 4.94096e-06	
0.07736	 4.43782e-06	
0.07786	 3.98608e-06	
0.07836	 3.57958e-06	
0.07886	 3.21451e-06	
0.07935	 2.88623e-06	
0.07985	 2.59132e-06	
0.08035	 2.32632e-06	
0.08085	  2.0882e-06	
0.08134	 1.87437e-06	
0.08184	 1.68216e-06	
0.08234	 1.50968e-06	
0.08284	 1.35461e-06	
0.08333	 1.21554e-06	
0.08383	 1.09047e-06	
0.08433	  9.7838e-07	
0.08483	 8.77542e-07	
0.08532	 7.87234e-07	
0.08582	 7.05966e-07	
0.08632	 6.33232e-07	
0.08682	 5.67757e-07	
0.08731	 5.09197e-07	
0.08781	 4.56465e-07	
0.08831	 4.09333e-07	
0.08881	 3.66878e-07	
0.0893	 3.28956e-07	
0.0898	 2.94788e-07	
0.0903	 2.64285e-07	
0.0908	 2.36802e-07	
0.09129	 2.12268e-07	
0.09179	 1.90173e-07	
0.09229	 1.70441e-07	
0.09279	 1.52683e-07	
0.09328	 1.36818e-07	
0.09378	  1.2255e-07	
0.09428	 1.09799e-07	
0.09478	 9.83381e-08	
0.09527	 8.80922e-08	
0.09577	 7.88891e-08	
0.09627	 7.06587e-08	
0.09677	 6.32707e-08	
0.09726	  5.6661e-08	
0.09776	 5.07316e-08	
0.09826	 4.54251e-08	
0.09876	 4.06677e-08	
0.09925	 3.64084e-08	
0.09975	 3.25922e-08	
----------------------
Total:	     15.4672	
