
0.0007488	           0	
0.001246	           0	
0.001744	           0	
0.002241	           0	
0.002739	           0	
0.003236	           0	
0.003734	           0	
0.004231	           0	
0.004729	           0	
0.005226	           0	
0.005724	           0	
0.006221	           0	
0.006719	           0	
0.007216	           0	
0.007714	           0	
0.008211	 -0.00837524	
0.008709	  -0.0043576	
0.009206	  0.00323814	
0.009704	   0.0151062	
0.0102	   0.0317906	
0.0107	   0.0536151	
0.0112	   0.0807376	
0.01169	    0.112992	
0.01219	    0.150133	
0.01269	    0.191533	
0.01319	    0.236586	
0.01368	    0.284345	
0.01418	    0.333989	
0.01468	    0.384411	
0.01518	    0.434735	
0.01567	    0.484298	
0.01617	    0.533173	
0.01667	    0.581225	
0.01717	    0.628317	
0.01766	    0.674069	
0.01816	    0.718116	
0.01866	    0.760038	
0.01916	    0.799277	
0.01965	    0.835375	
0.02015	    0.867871	
0.02065	    0.896299	
0.02115	    0.920391	
0.02164	    0.939868	
0.02214	    0.954635	
0.02264	    0.964432	
0.02314	    0.969376	
0.02363	    0.969369	
0.02413	    0.964722	
0.02463	     0.95538	
0.02513	    0.941879	
0.02562	    0.924157	
0.02612	    0.903084	
0.02662	    0.878427	
0.02712	    0.851219	
0.02761	    0.821232	
0.02811	    0.789581	
0.02861	    0.755933	
0.02911	    0.721435	
0.0296	    0.685751	
0.0301	    0.649981	
0.0306	     0.61365	
0.0311	    0.577848	
0.03159	    0.542063	
0.03209	    0.507228	
0.03259	    0.472925	
0.03309	    0.439898	
0.03358	    0.407783	
0.03408	    0.377176	
0.03458	    0.347763	
0.03508	     0.31995	
0.03557	    0.293495	
0.03607	    0.268694	
0.03657	    0.245326	
0.03707	    0.223572	
0.03756	    0.203252	
0.03806	    0.184445	
0.03856	    0.167012	
0.03906	    0.150964	
0.03955	    0.136186	
0.04005	    0.122777	
0.04055	    0.110599	
0.04105	   0.0991968	
0.04154	   0.0888294	
0.04204	   0.0794025	
0.04254	   0.0708749	
0.04304	   0.0631474	
0.04353	   0.0561938	
0.04403	    0.049915	
0.04453	   0.0442915	
0.04503	   0.0392275	
0.04552	   0.0347128	
0.04602	   0.0306586	
0.04652	     0.02706	
0.04702	   0.0238365	
0.04751	   0.0209869	
0.04801	   0.0184401	
0.04851	   0.0161976	
0.04901	   0.0141977	
0.0495	   0.0124433	
  0.05	   0.0108817	
0.0505	   0.0095167	
 0.051	  0.00830484	
0.05149	   0.0072478	
0.05199	  0.00631224	
0.05249	  0.00549739	
0.05299	  0.00477856	
0.05348	  0.00415345	
0.05398	  0.00360382	
0.05448	  0.00312642	
0.05498	  0.00270789	
0.05547	  0.00234491	
0.05597	  0.00202764	
0.05647	  0.00175269	
0.05697	  0.00151311	
0.05746	  0.00130574	
0.05796	  0.00112549	
0.05846	 0.000969655	
0.05896	 0.000834572	
0.05945	 0.000717865	
0.05995	 0.000616987	
0.06045	 0.000529887	
0.06095	 0.000454805	
0.06144	 0.000390025	
0.06194	 0.000334317	
0.06244	  0.00028629	
0.06294	 0.000245087	
0.06343	 0.000209587	
0.06393	 0.000179204	
0.06443	  0.00015304	
0.06493	   0.0001307	
0.06542	 0.000111474	
0.06592	 9.50925e-05	
0.06642	 8.10029e-05	
0.06692	 6.90223e-05	
0.06741	 5.87242e-05	
0.06791	 4.99852e-05	
0.06841	 4.24773e-05	
0.06891	 3.61193e-05	
0.0694	 3.06578e-05	
0.0699	 2.60437e-05	
0.0704	 2.20818e-05	
0.0709	 1.87393e-05	
0.07139	 1.58739e-05	
0.07189	 1.34568e-05	
0.07239	 1.13884e-05	
0.07289	 9.64435e-06	
0.07338	 8.15482e-06	
0.07388	 6.89881e-06	
0.07438	 5.82835e-06	
0.07488	 4.92585e-06	
0.07537	 4.15806e-06	
0.07587	 3.51075e-06	
0.07637	 2.96114e-06	
0.07687	 2.49786e-06	
0.07736	 2.10518e-06	
0.07786	 1.77416e-06	
0.07836	  1.4941e-06	
0.07886	 1.25807e-06	
0.07935	 1.05872e-06	
0.07985	 8.90676e-07	
0.08035	 7.49003e-07	
0.08085	 6.29578e-07	
0.08134	 5.29069e-07	
0.08184	 4.44347e-07	
0.08234	 3.73163e-07	
0.08284	 3.13149e-07	
0.08333	  2.6281e-07	
0.08383	 2.20367e-07	
0.08433	 1.84826e-07	
0.08483	 1.54855e-07	
0.08532	   1.298e-07	
0.08582	 1.08671e-07	
0.08632	 9.10343e-08	
0.08682	 7.61586e-08	
0.08731	 6.37614e-08	
0.08781	 5.33031e-08	
0.08831	 4.46011e-08	
0.08881	 3.72588e-08	
0.0893	  3.1159e-08	
0.0898	 2.60113e-08	
0.0903	 2.17412e-08	
0.0908	 1.81392e-08	
0.09129	 1.51516e-08	
0.09179	 1.26347e-08	
0.09229	 1.05468e-08	
0.09279	 8.79053e-09	
0.09328	 7.33306e-09	
0.09378	 6.10898e-09	
0.09428	 5.09284e-09	
0.09478	 4.24071e-09	
0.09527	  3.5331e-09	
0.09577	 2.94059e-09	
0.09627	 2.44841e-09	
0.09677	  2.0369e-09	
0.09726	 1.69495e-09	
0.09776	 1.40945e-09	
0.09826	 1.17214e-09	
0.09876	 9.74286e-10	
0.09925	 8.09768e-10	
0.09975	 6.72805e-10	
----------------------
Total:	     34.2246	
